year,value,source,note
2000,88036882,Economic Commission for Latin America and the Caribbean,
2001,96170176,Economic Commission for Latin America and the Caribbean,
2002,87940189,Economic Commission for Latin America and the Caribbean,
2003,92667840,Economic Commission for Latin America and the Caribbean,
2004,105375323,Economic Commission for Latin America and the Caribbean,
2005,99511546,Economic Commission for Latin America and the Caribbean,
2006,96404745,Economic Commission for Latin America and the Caribbean,
2007,114633314,Economic Commission for Latin America and the Caribbean,
2008,117178017,Economic Commission for Latin America and the Caribbean,
2009,117507443,Economic Commission for Latin America and the Caribbean,
2010,119999281,Economic Commission for Latin America and the Caribbean,
2011,115137457,Economic Commission for Latin America and the Caribbean,
2012,112220528,Economic Commission for Latin America and the Caribbean,
