year,value,source,notes
1990,35617298,Economic Commission for Latin America and the Caribbean,
1991,37200668,Economic Commission for Latin America and the Caribbean,
1992,37189317,Economic Commission for Latin America and the Caribbean,
1993,37614954,Economic Commission for Latin America and the Caribbean,
1994,39765840,Economic Commission for Latin America and the Caribbean,
1995,40724941,Economic Commission for Latin America and the Caribbean,
1996,43630623,Economic Commission for Latin America and the Caribbean,
1997,48380731,Economic Commission for Latin America and the Caribbean,
1998,51087782,Economic Commission for Latin America and the Caribbean,
1999,53528100,Economic Commission for Latin America and the Caribbean,
2000,54050215,Economic Commission for Latin America and the Caribbean,
2001,50740611,Economic Commission for Latin America and the Caribbean,
2002,52701310,Economic Commission for Latin America and the Caribbean,
2003,58703165,Economic Commission for Latin America and the Caribbean,
2004,58414970,Economic Commission for Latin America and the Caribbean,
2005,69705936,Economic Commission for Latin America and the Caribbean,
2006,55926879,Economic Commission for Latin America and the Caribbean,
2007,57508925,Economic Commission for Latin America and the Caribbean,
2008,55581383,Economic Commission for Latin America and the Caribbean,
2009,48201615,Economic Commission for Latin America and the Caribbean,
2010,46815118,Economic Commission for Latin America and the Caribbean,
2011,45350418,Economic Commission for Latin America and the Caribbean,
2012,42377875,Economic Commission for Latin America and the Caribbean,
