key,value
name,Grenada - Transport and supporting and auxiliary activities [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Transport and supporting and auxiliary activities [2216]
description,Sectoral GDP: Transport and supporting and auxiliary activities
category,Economic
type,GDP
file,gdp-sec--tsaa_grd_cepalstat.csv
filehash,e985d55f895690586309c1cca0a9b69873cc9b54
columns,"year,value,source,notes"
