year,value,source,notes
1990,49367533,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,49683907,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,49556478,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,53555095,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,55949871,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,50602270,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,53730858,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,58358236,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,59012547,CEPALStat: 733,"CEPALStat: 6495,6432"
1999,60203344,CEPALStat: 733,"CEPALStat: 6495,6432"
2000,62980405,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,57386967,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,53293717,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,62834259,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,70433448,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,71003680,CEPALStat: 733,"CEPALStat: 6495,6432"
2006,81766974,CEPALStat: 733,"CEPALStat: 6495,6432"
2007,88925817,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,85765009,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,69775410,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,64997365,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,62964836,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,67437240,CEPALStat: 733,"CEPALStat: 6432,6495"
