year,value,source,notes
1990,25351758,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,25392707,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,25527840,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,25355853,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,25482796,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,27534360,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,28279638,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,31293512,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,32440095,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,33779139,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,34213203,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,35293081,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,41628945,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,45073623,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,48225592,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,48331422,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,52610988,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,55221354,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,55855522,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,55911168,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,56367445,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,56286850,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,56670052,CEPALStat: 733,"CEPALStat: 6432,6495"
