key,value
name,Belize - Transport and supporting and auxiliary activities [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Transport and supporting and auxiliary activities [2216]
description,Sectoral GDP: Transport and supporting and auxiliary activities
category,Economic
type,GDP
file,gdp-sec--tsaa_blz_cepalstat.csv
filehash,84a80381ecaac907cb76ef0d694728d7793c9391
columns,"year,value,source,notes"
