year,value,source,notes
1990,49367533,Economic Commission for Latin America and the Caribbean,
1991,49683907,Economic Commission for Latin America and the Caribbean,
1992,49556478,Economic Commission for Latin America and the Caribbean,
1993,53555095,Economic Commission for Latin America and the Caribbean,
1994,55949871,Economic Commission for Latin America and the Caribbean,
1995,50602270,Economic Commission for Latin America and the Caribbean,
1996,53730858,Economic Commission for Latin America and the Caribbean,
1997,58358236,Economic Commission for Latin America and the Caribbean,
1998,59012547,Economic Commission for Latin America and the Caribbean,
1999,60203344,Economic Commission for Latin America and the Caribbean,
2000,62980405,Economic Commission for Latin America and the Caribbean,
2001,57386967,Economic Commission for Latin America and the Caribbean,
2002,53293717,Economic Commission for Latin America and the Caribbean,
2003,62834259,Economic Commission for Latin America and the Caribbean,
2004,70433448,Economic Commission for Latin America and the Caribbean,
2005,71003680,Economic Commission for Latin America and the Caribbean,
2006,81766974,Economic Commission for Latin America and the Caribbean,
2007,88925817,Economic Commission for Latin America and the Caribbean,
2008,85765009,Economic Commission for Latin America and the Caribbean,
2009,69775410,Economic Commission for Latin America and the Caribbean,
2010,64997365,Economic Commission for Latin America and the Caribbean,
2011,62964836,Economic Commission for Latin America and the Caribbean,
2012,67437240,Economic Commission for Latin America and the Caribbean,
