key,value
name,Saint Kitts and Nevis - Construction [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Construction [2216]
description,Sectoral GDP: Construction
category,Economic
type,GDP
file,gdp-sec--cstrn_kna_cepalstat.csv
filehash,ba50f8db834b01b943c8b34a1d760dc0725f128f
columns,"year,value,source,notes"
