year,value,source,notes
1990,44457627,Economic Commission for Latin America and the Caribbean,
1991,40203514,Economic Commission for Latin America and the Caribbean,
1992,40375397,Economic Commission for Latin America and the Caribbean,
1993,43546645,Economic Commission for Latin America and the Caribbean,
1994,45308449,Economic Commission for Latin America and the Caribbean,
1995,51142984,Economic Commission for Latin America and the Caribbean,
1996,53705704,Economic Commission for Latin America and the Caribbean,
1997,56927763,Economic Commission for Latin America and the Caribbean,
1998,60915457,Economic Commission for Latin America and the Caribbean,
1999,68615831,Economic Commission for Latin America and the Caribbean,
2000,88657429,Economic Commission for Latin America and the Caribbean,
2001,101028438,Economic Commission for Latin America and the Caribbean,
2002,105452816,Economic Commission for Latin America and the Caribbean,
2003,80353912,Economic Commission for Latin America and the Caribbean,
2004,72824202,Economic Commission for Latin America and the Caribbean,
2005,77704147,Economic Commission for Latin America and the Caribbean,
2006,93420551,Economic Commission for Latin America and the Caribbean,
2007,107189429,Economic Commission for Latin America and the Caribbean,
2008,102972880,Economic Commission for Latin America and the Caribbean,
2009,85442156,Economic Commission for Latin America and the Caribbean,
2010,74974074,Economic Commission for Latin America and the Caribbean,
2011,68271040,Economic Commission for Latin America and the Caribbean,
2012,61265645,Economic Commission for Latin America and the Caribbean,
