year,value,source,notes
1990,51379649,Economic Commission for Latin America and the Caribbean,
1991,61638733,Economic Commission for Latin America and the Caribbean,
1992,73304440,Economic Commission for Latin America and the Caribbean,
1993,71291369,Economic Commission for Latin America and the Caribbean,
1994,74761601,Economic Commission for Latin America and the Caribbean,
1995,76572523,Economic Commission for Latin America and the Caribbean,
1996,73531858,Economic Commission for Latin America and the Caribbean,
1997,73818237,Economic Commission for Latin America and the Caribbean,
1998,81550453,Economic Commission for Latin America and the Caribbean,
1999,91994841,Economic Commission for Latin America and the Caribbean,
2000,87774971,Economic Commission for Latin America and the Caribbean,
2001,70952751,Economic Commission for Latin America and the Caribbean,
2002,69839876,Economic Commission for Latin America and the Caribbean,
2003,78510154,Economic Commission for Latin America and the Caribbean,
2004,98367959,Economic Commission for Latin America and the Caribbean,
2005,73262139,Economic Commission for Latin America and the Caribbean,
2006,110861389,Economic Commission for Latin America and the Caribbean,
2007,79522959,Economic Commission for Latin America and the Caribbean,
2008,100794519,Economic Commission for Latin America and the Caribbean,
2009,100308342,Economic Commission for Latin America and the Caribbean,
2010,90898175,Economic Commission for Latin America and the Caribbean,
2011,92786063,Economic Commission for Latin America and the Caribbean,
2012,88121289,Economic Commission for Latin America and the Caribbean,
