year,value,source,notes
1990,810529057,Economic Commission for Latin America and the Caribbean,
1991,815777277,Economic Commission for Latin America and the Caribbean,
1992,819233202,Economic Commission for Latin America and the Caribbean,
1993,815150092,Economic Commission for Latin America and the Caribbean,
1994,763778877,Economic Commission for Latin America and the Caribbean,
1995,816863548,Economic Commission for Latin America and the Caribbean,
1996,766765381,Economic Commission for Latin America and the Caribbean,
1997,745896109,Economic Commission for Latin America and the Caribbean,
1998,696494800,Economic Commission for Latin America and the Caribbean,
1999,685948249,Economic Commission for Latin America and the Caribbean,
2000,690565065,Economic Commission for Latin America and the Caribbean,
2001,689364990,Economic Commission for Latin America and the Caribbean,
2002,682628184,Economic Commission for Latin America and the Caribbean,
2003,716572652,Economic Commission for Latin America and the Caribbean,
2004,777723498,Economic Commission for Latin America and the Caribbean,
2005,839248756,Economic Commission for Latin America and the Caribbean,
2006,808068056,Economic Commission for Latin America and the Caribbean,
2007,844457446,Economic Commission for Latin America and the Caribbean,
2008,780463452,Economic Commission for Latin America and the Caribbean,
2009,712706817,Economic Commission for Latin America and the Caribbean,
2010,703406056,Economic Commission for Latin America and the Caribbean,
2011,709255084,Economic Commission for Latin America and the Caribbean,
2012,678080268,Economic Commission for Latin America and the Caribbean,
