year,value,source,notes
1990,44457627,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,40203514,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,40375397,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,43546645,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,45308449,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,51142984,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,53705704,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,56927763,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,60915457,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,68615831,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,88657429,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,101028438,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,105452816,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,80353912,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,72824202,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,77704147,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,93420551,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,107189429,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,102972880,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,85442156,CEPALStat: 733,"CEPALStat: 6495,6432"
2010,74974074,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,68271040,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,61265645,CEPALStat: 733,"CEPALStat: 6432,6495"
