year,value,source,notes
1990,8361704,Economic Commission for Latin America and the Caribbean,
1991,8509961,Economic Commission for Latin America and the Caribbean,
1992,8450658,Economic Commission for Latin America and the Caribbean,
1993,8788685,Economic Commission for Latin America and the Caribbean,
1994,9666367,Economic Commission for Latin America and the Caribbean,
1995,10899867,Economic Commission for Latin America and the Caribbean,
1996,10573701,Economic Commission for Latin America and the Caribbean,
1997,10392827,Economic Commission for Latin America and the Caribbean,
1998,9962882,Economic Commission for Latin America and the Caribbean,
1999,10336490,Economic Commission for Latin America and the Caribbean,
2000,10962135,Economic Commission for Latin America and the Caribbean,
2001,11428127,Economic Commission for Latin America and the Caribbean,
2002,7510003,Economic Commission for Latin America and the Caribbean,
2003,10208798,Economic Commission for Latin America and the Caribbean,
2004,12451759,Economic Commission for Latin America and the Caribbean,
2005,13339842,Economic Commission for Latin America and the Caribbean,
2006,14548200,Economic Commission for Latin America and the Caribbean,
2007,18926684,Economic Commission for Latin America and the Caribbean,
2008,25096791,Economic Commission for Latin America and the Caribbean,
2009,23272818,Economic Commission for Latin America and the Caribbean,
2010,25297513,Economic Commission for Latin America and the Caribbean,
2011,26424437,Economic Commission for Latin America and the Caribbean,
2012,24596744,Economic Commission for Latin America and the Caribbean,
