key,value
name,Trinidad and Tobago - Construction [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Construction [2216]
description,Sectoral GDP: Construction
category,Economic
type,GDP
file,gdp-sec--cstrn_tto_cepalstat.csv
filehash,ac293412d3202e42e272f5008c05716a28b22fcb
columns,"year,value,source,notes"
