key,value
name,Suriname - Annual Gross Domestic Product (GDP) by activity: Construction [CEPALStat]
dataset,CEPALStat national accounts [2216]
description,Annual national account statistics for Suriname: Construction
file,gdp-sec-cstrn_sur_cepalstat.csv
filehash,cb6b2bf82d0f2dc78aa854aba3cd054b447724ac
category,Economy
type,GDP
columns,"year,value,source,notes"
