year,value,source,notes
1990,20856042,Economic Commission for Latin America and the Caribbean,
1991,22089252,Economic Commission for Latin America and the Caribbean,
1992,23657895,Economic Commission for Latin America and the Caribbean,
1993,25093351,Economic Commission for Latin America and the Caribbean,
1994,25818478,Economic Commission for Latin America and the Caribbean,
1995,26671859,Economic Commission for Latin America and the Caribbean,
1996,24535940,Economic Commission for Latin America and the Caribbean,
1997,28447681,Economic Commission for Latin America and the Caribbean,
1998,32379154,Economic Commission for Latin America and the Caribbean,
1999,31062086,Economic Commission for Latin America and the Caribbean,
2000,26874106,Economic Commission for Latin America and the Caribbean,
2001,27798319,Economic Commission for Latin America and the Caribbean,
2002,30326080,Economic Commission for Latin America and the Caribbean,
2003,36586315,Economic Commission for Latin America and the Caribbean,
2004,40229158,Economic Commission for Latin America and the Caribbean,
2005,40085472,Economic Commission for Latin America and the Caribbean,
2006,43523469,Economic Commission for Latin America and the Caribbean,
2007,49197776,Economic Commission for Latin America and the Caribbean,
2008,44120957,Economic Commission for Latin America and the Caribbean,
2009,40456773,Economic Commission for Latin America and the Caribbean,
2010,39195276,Economic Commission for Latin America and the Caribbean,
2011,37873641,Economic Commission for Latin America and the Caribbean,
2012,36537557,Economic Commission for Latin America and the Caribbean,
