year,value,source,notes
1990,5184757,Economic Commission for Latin America and the Caribbean,
1991,5436989,Economic Commission for Latin America and the Caribbean,
1992,5605143,Economic Commission for Latin America and the Caribbean,
1993,5682214,Economic Commission for Latin America and the Caribbean,
1994,5780304,Economic Commission for Latin America and the Caribbean,
1995,5829349,Economic Commission for Latin America and the Caribbean,
1996,5885400,Economic Commission for Latin America and the Caribbean,
1997,5948458,Economic Commission for Latin America and the Caribbean,
1998,6004509,Economic Commission for Latin America and the Caribbean,
1999,5724252,Economic Commission for Latin America and the Caribbean,
2000,5962471,Economic Commission for Latin America and the Caribbean,
2001,8097679,Economic Commission for Latin America and the Caribbean,
2002,7749643,Economic Commission for Latin America and the Caribbean,
2003,9233340,Economic Commission for Latin America and the Caribbean,
2004,7408120,Economic Commission for Latin America and the Caribbean,
2005,7428747,Economic Commission for Latin America and the Caribbean,
2006,7874446,Economic Commission for Latin America and the Caribbean,
2007,8094675,Economic Commission for Latin America and the Caribbean,
2008,8681813,Economic Commission for Latin America and the Caribbean,
2009,8005763,Economic Commission for Latin America and the Caribbean,
2010,8787266,Economic Commission for Latin America and the Caribbean,
2011,7783957,Economic Commission for Latin America and the Caribbean,
2012,8276320,Economic Commission for Latin America and the Caribbean,
