key,value
name,Dominica - Fishing [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Fishing [2216]
description,Sectoral GDP: Fishing
category,Economic
type,GDP
file,gdp-sec--fish_dma_cepalstat.csv
filehash,cd0cc1d11888aded9e402a6fc7f167feeec57804
columns,"year,value,source,notes"
