key,value
name,Saint Vincent and The Grenadines - Fishing [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Fishing [2216]
description,Sectoral GDP: Fishing
category,Economic
type,GDP
file,gdp-sec--fish_vct_cepalstat.csv
filehash,8b924e782aec3c2bdfcfbe8652819ceae6f0ee09
columns,"year,value,source,notes"
