year,value,source,notes
2002,89188598,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,76765822,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,82367965,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,82400000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,93440723,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,95008291,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,96303240,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,53910730,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,40620474,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,35713303,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,36258544,CEPALStat: 733,"CEPALStat: 6432,6495"
