year,value,source,notes
2002,89188598,Economic Commission for Latin America and the Caribbean,
2003,76765822,Economic Commission for Latin America and the Caribbean,
2004,82367965,Economic Commission for Latin America and the Caribbean,
2005,82400000,Economic Commission for Latin America and the Caribbean,
2006,93440723,Economic Commission for Latin America and the Caribbean,
2007,95008291,Economic Commission for Latin America and the Caribbean,
2008,96303240,Economic Commission for Latin America and the Caribbean,
2009,53910730,Economic Commission for Latin America and the Caribbean,
2010,40620474,Economic Commission for Latin America and the Caribbean,
2011,35713303,Economic Commission for Latin America and the Caribbean,
2012,36258544,Economic Commission for Latin America and the Caribbean,
