year,value,source,notes
1990,1435711,Economic Commission for Latin America and the Caribbean,
1991,1515473,Economic Commission for Latin America and the Caribbean,
1992,1603720,Economic Commission for Latin America and the Caribbean,
1993,1702149,Economic Commission for Latin America and the Caribbean,
1994,1861673,Economic Commission for Latin America and the Caribbean,
1995,1968588,Economic Commission for Latin America and the Caribbean,
1996,2027985,Economic Commission for Latin America and the Caribbean,
1997,2089079,Economic Commission for Latin America and the Caribbean,
1998,2151870,Economic Commission for Latin America and the Caribbean,
1999,1893917,Economic Commission for Latin America and the Caribbean,
2000,2168840,Economic Commission for Latin America and the Caribbean,
2001,2080994,Economic Commission for Latin America and the Caribbean,
2002,1728679,Economic Commission for Latin America and the Caribbean,
2003,2167059,Economic Commission for Latin America and the Caribbean,
2004,2136421,Economic Commission for Latin America and the Caribbean,
2005,2238902,Economic Commission for Latin America and the Caribbean,
2006,2240619,Economic Commission for Latin America and the Caribbean,
2007,2806978,Economic Commission for Latin America and the Caribbean,
2008,1679779,Economic Commission for Latin America and the Caribbean,
2009,2625712,Economic Commission for Latin America and the Caribbean,
2010,2227967,Economic Commission for Latin America and the Caribbean,
2011,2160823,Economic Commission for Latin America and the Caribbean,
2012,1838218,Economic Commission for Latin America and the Caribbean,
