year,value,source,notes
2000,7635891,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,7122670,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,4844387,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,7524924,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,5766797,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,5031643,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,5225834,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,5992198,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,6713481,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,6862592,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,6817512,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,6956220,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,6983962,CEPALStat: 733,"CEPALStat: 6432,6495"
