key,value
name,Guyana - Fishing [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Fishing [2216]
description,Sectoral GDP: Fishing
category,Economic
type,GDP
file,gdp-sec--fish_guy_cepalstat.csv
filehash,03621fc6b803b3afe598004e6797836be968571e
columns,"year,value,source,notes"
