year,value,source,notes
1992,7187262,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,6815013,CEPALStat: 733,"CEPALStat: 6495,6432"
1994,7359069,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,7931759,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,6614572,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,8876698,CEPALStat: 733,"CEPALStat: 6495,6432"
1998,11052921,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,14317255,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,17810665,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,18583797,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,17266610,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,36308559,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,38312975,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,42150000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,35621331,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,15319463,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,25656521,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,31354789,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,29707907,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,28704040,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,28427824,CEPALStat: 733,"CEPALStat: 6432,6495"
