key,value
name,Belize - Fishing [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Fishing [2216]
description,Sectoral GDP: Fishing
category,Economic
type,GDP
file,gdp-sec--fish_blz_cepalstat.csv
filehash,8206e2e32f0f19420e5fde8c1aa0d2d2f5b4c1e5
columns,"year,value,source,notes"
