year,value,source,notes
2000,7635891,Economic Commission for Latin America and the Caribbean,
2001,7122670,Economic Commission for Latin America and the Caribbean,
2002,4844387,Economic Commission for Latin America and the Caribbean,
2003,7524924,Economic Commission for Latin America and the Caribbean,
2004,5766797,Economic Commission for Latin America and the Caribbean,
2005,5031643,Economic Commission for Latin America and the Caribbean,
2006,5225834,Economic Commission for Latin America and the Caribbean,
2007,5992198,Economic Commission for Latin America and the Caribbean,
2008,6713481,Economic Commission for Latin America and the Caribbean,
2009,6862592,Economic Commission for Latin America and the Caribbean,
2010,6817512,Economic Commission for Latin America and the Caribbean,
2011,6956220,Economic Commission for Latin America and the Caribbean,
2012,6983962,Economic Commission for Latin America and the Caribbean,
