key,value
name,Antigua and Barbuda - Fishing [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Fishing [2216]
description,Sectoral GDP: Fishing
category,Economic
type,GDP
file,gdp-sec--fish_atg_cepalstat.csv
filehash,1324aadf3e19611f41676e8c21df9f09c3570961
columns,"year,value,source,notes"
