year,value,source,notes
2002,33087001,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,32338477,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,33076486,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,34331376,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,49579315,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,40395219,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,36367676,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,42573716,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,38085723,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,41841946,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,32055474,CEPALStat: 733,"CEPALStat: 6432,6495"
