key,value
name,Saint Lucia - Fishing [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Fishing [2216]
description,Sectoral GDP: Fishing
category,Economic
type,GDP
file,gdp-sec--fish_lca_cepalstat.csv
filehash,cd4641538dca472bb5e88bcbd0df14250185be1d
columns,"year,value,source,notes"
