year,value,source,notes
1990,77501166,CEPALStat: 733,"CEPALStat: 6495,6432"
1991,79398168,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,82559839,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,89986890,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,90567488,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,86963183,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,97850827,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,112555469,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,123753531,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,125917321,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,128950168,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,131960025,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,142251126,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,145906719,CEPALStat: 733,"CEPALStat: 6495,6432"
2004,150957452,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,159564285,CEPALStat: 733,"CEPALStat: 6495,6432"
2006,179017151,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,193422046,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,197497372,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,187637426,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,189549855,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,195845056,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,198798429,CEPALStat: 733,"CEPALStat: 6432,6495"
