year,value,source,note
1990,632301555,Economic Commission for Latin America and the Caribbean,
1991,680973835,Economic Commission for Latin America and the Caribbean,
1992,714356624,Economic Commission for Latin America and the Caribbean,
1993,731091827,Economic Commission for Latin America and the Caribbean,
1994,750543216,Economic Commission for Latin America and the Caribbean,
1995,758048648,Economic Commission for Latin America and the Caribbean,
1996,842627535,Economic Commission for Latin America and the Caribbean,
1997,1032272155,Economic Commission for Latin America and the Caribbean,
1998,1027697937,Economic Commission for Latin America and the Caribbean,
1999,1148075822,Economic Commission for Latin America and the Caribbean,
2000,1290159168,Economic Commission for Latin America and the Caribbean,
2001,1300208320,Economic Commission for Latin America and the Caribbean,
2002,1450221488,Economic Commission for Latin America and the Caribbean,
2003,1556647124,Economic Commission for Latin America and the Caribbean,
2004,1894326873,Economic Commission for Latin America and the Caribbean,
2005,1848160823,Economic Commission for Latin America and the Caribbean,
2006,1866351730,Economic Commission for Latin America and the Caribbean,
2007,2060959113,Economic Commission for Latin America and the Caribbean,
2008,2125086475,Economic Commission for Latin America and the Caribbean,
2009,2029575383,Economic Commission for Latin America and the Caribbean,
2010,2193699750,Economic Commission for Latin America and the Caribbean,
2011,2309167857,Economic Commission for Latin America and the Caribbean,
2012,2420679882,Economic Commission for Latin America and the Caribbean,
