year,value,source,notes
1990,1135901640,Economic Commission for Latin America and the Caribbean,
1991,1280838778,Economic Commission for Latin America and the Caribbean,
1992,1371798884,Economic Commission for Latin America and the Caribbean,
1993,1350193422,Economic Commission for Latin America and the Caribbean,
1994,1739350716,Economic Commission for Latin America and the Caribbean,
1995,1795954336,Economic Commission for Latin America and the Caribbean,
1996,1847060771,Economic Commission for Latin America and the Caribbean,
1997,1693695542,Economic Commission for Latin America and the Caribbean,
1998,1632696460,Economic Commission for Latin America and the Caribbean,
1999,1690919433,Economic Commission for Latin America and the Caribbean,
2000,1723567795,Economic Commission for Latin America and the Caribbean,
2001,1782398757,Economic Commission for Latin America and the Caribbean,
2002,1844587016,Economic Commission for Latin America and the Caribbean,
2003,1935009853,Economic Commission for Latin America and the Caribbean,
2004,1973285805,Economic Commission for Latin America and the Caribbean,
2005,1975705154,Economic Commission for Latin America and the Caribbean,
2006,2019708220,Economic Commission for Latin America and the Caribbean,
2007,2102977452,Economic Commission for Latin America and the Caribbean,
2008,2149625896,Economic Commission for Latin America and the Caribbean,
2009,2169234834,Economic Commission for Latin America and the Caribbean,
2010,2120734815,Economic Commission for Latin America and the Caribbean,
2011,2113920252,Economic Commission for Latin America and the Caribbean,
2012,2119551630,Economic Commission for Latin America and the Caribbean,
