year,value,source,note
1990,63160453,Economic Commission for Latin America and the Caribbean,
1991,65105138,Economic Commission for Latin America and the Caribbean,
1992,66474782,Economic Commission for Latin America and the Caribbean,
1993,67760784,Economic Commission for Latin America and the Caribbean,
1994,70552349,Economic Commission for Latin America and the Caribbean,
1995,74628555,Economic Commission for Latin America and the Caribbean,
1996,77358747,Economic Commission for Latin America and the Caribbean,
1997,80714898,Economic Commission for Latin America and the Caribbean,
1998,87050808,Economic Commission for Latin America and the Caribbean,
1999,94881826,Economic Commission for Latin America and the Caribbean,
2000,102210990,Economic Commission for Latin America and the Caribbean,
2001,109836632,Economic Commission for Latin America and the Caribbean,
2002,111492587,Economic Commission for Latin America and the Caribbean,
2003,118630929,Economic Commission for Latin America and the Caribbean,
2004,122340537,Economic Commission for Latin America and the Caribbean,
2005,128366131,Economic Commission for Latin America and the Caribbean,
2006,123596947,Economic Commission for Latin America and the Caribbean,
2007,130197511,Economic Commission for Latin America and the Caribbean,
2008,129106022,Economic Commission for Latin America and the Caribbean,
2009,128583781,Economic Commission for Latin America and the Caribbean,
2010,125768971,Economic Commission for Latin America and the Caribbean,
2011,127548356,Economic Commission for Latin America and the Caribbean,
2012,127420782,Economic Commission for Latin America and the Caribbean,
