year,value,source,notes
1990,57780845,Economic Commission for Latin America and the Caribbean,
1991,61520933,Economic Commission for Latin America and the Caribbean,
1992,67519189,Economic Commission for Latin America and the Caribbean,
1993,75803839,Economic Commission for Latin America and the Caribbean,
1994,81731527,Economic Commission for Latin America and the Caribbean,
1995,90204439,Economic Commission for Latin America and the Caribbean,
1996,97274864,Economic Commission for Latin America and the Caribbean,
1997,107686333,Economic Commission for Latin America and the Caribbean,
1998,104440218,Economic Commission for Latin America and the Caribbean,
1999,108843643,Economic Commission for Latin America and the Caribbean,
2000,120233272,Economic Commission for Latin America and the Caribbean,
2001,120298533,Economic Commission for Latin America and the Caribbean,
2002,124864354,Economic Commission for Latin America and the Caribbean,
2003,123361320,Economic Commission for Latin America and the Caribbean,
2004,127528683,Economic Commission for Latin America and the Caribbean,
2005,136979371,Economic Commission for Latin America and the Caribbean,
2006,145087437,Economic Commission for Latin America and the Caribbean,
2007,150912482,Economic Commission for Latin America and the Caribbean,
2008,151243489,Economic Commission for Latin America and the Caribbean,
2009,155760517,Economic Commission for Latin America and the Caribbean,
2010,145002884,Economic Commission for Latin America and the Caribbean,
2011,141663851,Economic Commission for Latin America and the Caribbean,
2012,140827493,Economic Commission for Latin America and the Caribbean,
