year,value,source,notes
1990,64500980,Economic Commission for Latin America and the Caribbean,
1991,65296460,Economic Commission for Latin America and the Caribbean,
1992,69113205,Economic Commission for Latin America and the Caribbean,
1993,74496652,Economic Commission for Latin America and the Caribbean,
1994,74342839,Economic Commission for Latin America and the Caribbean,
1995,79726286,Economic Commission for Latin America and the Caribbean,
1996,76701301,Economic Commission for Latin America and the Caribbean,
1997,79059764,Economic Commission for Latin America and the Caribbean,
1998,82033477,Economic Commission for Latin America and the Caribbean,
1999,92697830,Economic Commission for Latin America and the Caribbean,
2000,103567265,Economic Commission for Latin America and the Caribbean,
2001,110027402,Economic Commission for Latin America and the Caribbean,
2002,129612895,Economic Commission for Latin America and the Caribbean,
2003,151505579,Economic Commission for Latin America and the Caribbean,
2004,159862740,Economic Commission for Latin America and the Caribbean,
2005,165400000,Economic Commission for Latin America and the Caribbean,
2006,179089336,Economic Commission for Latin America and the Caribbean,
2007,193188840,Economic Commission for Latin America and the Caribbean,
2008,196623992,Economic Commission for Latin America and the Caribbean,
2009,216106943,Economic Commission for Latin America and the Caribbean,
2010,221443039,Economic Commission for Latin America and the Caribbean,
2011,220923375,Economic Commission for Latin America and the Caribbean,
2012,220807404,Economic Commission for Latin America and the Caribbean,
