year,value,source,notes
1990,35812228,Economic Commission for Latin America and the Caribbean,
1991,35812228,Economic Commission for Latin America and the Caribbean,
1992,36350758,Economic Commission for Latin America and the Caribbean,
1993,37697082,Economic Commission for Latin America and the Caribbean,
1994,40793628,Economic Commission for Latin America and the Caribbean,
1995,43890174,Economic Commission for Latin America and the Caribbean,
1996,47794515,Economic Commission for Latin America and the Caribbean,
1997,50217899,Economic Commission for Latin America and the Caribbean,
1998,52102753,Economic Commission for Latin America and the Caribbean,
1999,52102753,Economic Commission for Latin America and the Caribbean,
2000,53987607,Economic Commission for Latin America and the Caribbean,
2001,52102753,Economic Commission for Latin America and the Caribbean,
2002,51698855,Economic Commission for Latin America and the Caribbean,
2003,52506650,Economic Commission for Latin America and the Caribbean,
2004,53045180,Economic Commission for Latin America and the Caribbean,
2005,56410991,Economic Commission for Latin America and the Caribbean,
2006,61123126,Economic Commission for Latin America and the Caribbean,
2007,61175592,Economic Commission for Latin America and the Caribbean,
2008,65921399,Economic Commission for Latin America and the Caribbean,
2009,71497125,Economic Commission for Latin America and the Caribbean,
2010,78804236,Economic Commission for Latin America and the Caribbean,
2011,85009557,Economic Commission for Latin America and the Caribbean,
2012,95078299,Economic Commission for Latin America and the Caribbean,
