year,value,source,notes
1990,786015457,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,787228713,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,782779292,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,774235015,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,795397706,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,797574258,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,804701194,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,833467354,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,869615477,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,901040032,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,899295987,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,891701809,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,905839038,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,885227528,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,947808886,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,1023050000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,1091869432,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,1113198153,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,1116991857,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,1104620160,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,1113520386,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,1119138447,CEPALStat: 733,"CEPALStat: 6495,6432"
2012,1157851881,CEPALStat: 733,"CEPALStat: 6432,6495"
