year,value,source,notes
1990,36924773,CEPALStat: 733,"CEPALStat: 6495,6432"
1991,41941726,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,41279488,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,40784482,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,42684235,CEPALStat: 733,"CEPALStat: 6495,6432"
1995,45620825,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,45192712,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,43794654,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,46704487,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,49373506,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,49580873,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,50705318,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,51187928,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,53742826,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,56066443,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,57371498,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,58390765,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,61931491,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,63496571,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,64550586,CEPALStat: 733,"CEPALStat: 6495,6432"
2010,65523719,CEPALStat: 733,"CEPALStat: 6495,6432"
2011,65994779,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,66161737,CEPALStat: 733,"CEPALStat: 6432,6495"
