year,value,source,notes
1990,40264917,Economic Commission for Latin America and the Caribbean,
1991,35239144,Economic Commission for Latin America and the Caribbean,
1992,38490375,Economic Commission for Latin America and the Caribbean,
1993,35822268,Economic Commission for Latin America and the Caribbean,
1994,24168180,Economic Commission for Latin America and the Caribbean,
1995,34370751,Economic Commission for Latin America and the Caribbean,
1996,33003137,Economic Commission for Latin America and the Caribbean,
1997,27947997,Economic Commission for Latin America and the Caribbean,
1998,30267908,Economic Commission for Latin America and the Caribbean,
1999,29131026,Economic Commission for Latin America and the Caribbean,
2000,31052398,Economic Commission for Latin America and the Caribbean,
2001,28935103,Economic Commission for Latin America and the Caribbean,
2002,32262232,Economic Commission for Latin America and the Caribbean,
2003,30633291,Economic Commission for Latin America and the Caribbean,
2004,29490379,Economic Commission for Latin America and the Caribbean,
2005,30148767,Economic Commission for Latin America and the Caribbean,
2006,31207314,Economic Commission for Latin America and the Caribbean,
2007,34631957,Economic Commission for Latin America and the Caribbean,
2008,33217621,Economic Commission for Latin America and the Caribbean,
2009,38265952,Economic Commission for Latin America and the Caribbean,
2010,31379465,Economic Commission for Latin America and the Caribbean,
2011,31324037,Economic Commission for Latin America and the Caribbean,
2012,31607665,Economic Commission for Latin America and the Caribbean,
