year,value,source,notes
1990,12165298,Economic Commission for Latin America and the Caribbean,
1991,12582431,Economic Commission for Latin America and the Caribbean,
1992,13123401,Economic Commission for Latin America and the Caribbean,
1993,13631782,Economic Commission for Latin America and the Caribbean,
1994,13426474,Economic Commission for Latin America and the Caribbean,
1995,12377124,Economic Commission for Latin America and the Caribbean,
1996,12129451,Economic Commission for Latin America and the Caribbean,
1997,12712786,Economic Commission for Latin America and the Caribbean,
1998,13240720,Economic Commission for Latin America and the Caribbean,
1999,13673300,Economic Commission for Latin America and the Caribbean,
2000,14117351,Economic Commission for Latin America and the Caribbean,
2001,13817294,Economic Commission for Latin America and the Caribbean,
2002,15477120,Economic Commission for Latin America and the Caribbean,
2003,16404241,Economic Commission for Latin America and the Caribbean,
2004,16083241,Economic Commission for Latin America and the Caribbean,
2005,17968266,Economic Commission for Latin America and the Caribbean,
2006,18992728,Economic Commission for Latin America and the Caribbean,
2007,18814249,Economic Commission for Latin America and the Caribbean,
2008,17522057,Economic Commission for Latin America and the Caribbean,
2009,15058932,Economic Commission for Latin America and the Caribbean,
2010,15313558,Economic Commission for Latin America and the Caribbean,
2011,15939452,Economic Commission for Latin America and the Caribbean,
2012,15575173,Economic Commission for Latin America and the Caribbean,
