year,value,source,note
1990,104493012,Economic Commission for Latin America and the Caribbean,
1991,107343680,Economic Commission for Latin America and the Caribbean,
1992,104455255,Economic Commission for Latin America and the Caribbean,
1993,113271558,Economic Commission for Latin America and the Caribbean,
1994,112101085,Economic Commission for Latin America and the Caribbean,
1995,110980074,Economic Commission for Latin America and the Caribbean,
1996,118589016,Economic Commission for Latin America and the Caribbean,
1997,134145472,Economic Commission for Latin America and the Caribbean,
1998,124433824,Economic Commission for Latin America and the Caribbean,
1999,127249311,Economic Commission for Latin America and the Caribbean,
2000,124237809,Economic Commission for Latin America and the Caribbean,
2001,135018629,Economic Commission for Latin America and the Caribbean,
2002,146779523,Economic Commission for Latin America and the Caribbean,
2003,124380366,Economic Commission for Latin America and the Caribbean,
2004,81809493,Economic Commission for Latin America and the Caribbean,
2005,77354608,Economic Commission for Latin America and the Caribbean,
2006,69514012,Economic Commission for Latin America and the Caribbean,
2007,84660618,Economic Commission for Latin America and the Caribbean,
2008,91129110,Economic Commission for Latin America and the Caribbean,
2009,61637777,Economic Commission for Latin America and the Caribbean,
2010,108984286,Economic Commission for Latin America and the Caribbean,
2011,108859549,Economic Commission for Latin America and the Caribbean,
2012,88046330,Economic Commission for Latin America and the Caribbean,
