year,value,source,notes
1990,54076269,Economic Commission for Latin America and the Caribbean,
1991,53783965,Economic Commission for Latin America and the Caribbean,
1992,54760261,Economic Commission for Latin America and the Caribbean,
1993,54982412,Economic Commission for Latin America and the Caribbean,
1994,52936283,Economic Commission for Latin America and the Caribbean,
1995,48633566,Economic Commission for Latin America and the Caribbean,
1996,51293534,Economic Commission for Latin America and the Caribbean,
1997,50527697,Economic Commission for Latin America and the Caribbean,
1998,49522171,Economic Commission for Latin America and the Caribbean,
1999,48464030,Economic Commission for Latin America and the Caribbean,
2000,47926190,Economic Commission for Latin America and the Caribbean,
2001,45329116,Economic Commission for Latin America and the Caribbean,
2002,44247232,Economic Commission for Latin America and the Caribbean,
2003,41954427,Economic Commission for Latin America and the Caribbean,
2004,41999681,Economic Commission for Latin America and the Caribbean,
2005,41846482,Economic Commission for Latin America and the Caribbean,
2006,42366978,Economic Commission for Latin America and the Caribbean,
2007,39013690,Economic Commission for Latin America and the Caribbean,
2008,44280711,Economic Commission for Latin America and the Caribbean,
2009,45047369,Economic Commission for Latin America and the Caribbean,
2010,41315323,Economic Commission for Latin America and the Caribbean,
2011,44478295,Economic Commission for Latin America and the Caribbean,
2012,47449713,Economic Commission for Latin America and the Caribbean,
