key,value
name,"Suriname - Annual Gross Domestic Product (GDP) by activity: Agriculture, hunting, forestry and fishing [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Suriname: Agriculture, hunting, forestry and fishing"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/aghufofi/gdp-sec-aghufofi_sur_cepalstat.csv
filehash,06f4582d9fcf9d5c268de888c4092ce051980b1c
category,Economy
type,GDP
columns,"year,value,source,notes"
