key,value
name,"Jamaica - Agriculture, hunting, forestry and fishing [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Agriculture, hunting, forestry and fishing [2216]"
description,"Sectoral GDP: Agriculture, hunting, forestry and fishing"
category,Economic
type,GDP
file,gdp-sec--aghufofi_jam_cepalstat.csv
filehash,24df83d4c0a05b0e5c661258d556edadfe8ba1d8
columns,"year,value,source,notes"
