year,value,source,notes
1990,3183722871,Economic Commission for Latin America and the Caribbean,
1991,2419832409,Economic Commission for Latin America and the Caribbean,
1992,2170036240,Economic Commission for Latin America and the Caribbean,
1993,1676607233,Economic Commission for Latin America and the Caribbean,
1994,1594127366,Economic Commission for Latin America and the Caribbean,
1995,1659567436,Economic Commission for Latin America and the Caribbean,
1996,1949425255,Economic Commission for Latin America and the Caribbean,
1997,1994949051,Economic Commission for Latin America and the Caribbean,
1998,1713379994,Economic Commission for Latin America and the Caribbean,
1999,1912546603,Economic Commission for Latin America and the Caribbean,
2000,2086981534,Economic Commission for Latin America and the Caribbean,
2001,2105585008,Economic Commission for Latin America and the Caribbean,
2002,2052577265,Economic Commission for Latin America and the Caribbean,
2003,2101764996,Economic Commission for Latin America and the Caribbean,
2004,2106092020,Economic Commission for Latin America and the Caribbean,
2005,1860900000,Economic Commission for Latin America and the Caribbean,
2006,1748398299,Economic Commission for Latin America and the Caribbean,
2007,2063781907,Economic Commission for Latin America and the Caribbean,
2008,2076913771,Economic Commission for Latin America and the Caribbean,
2009,2072427051,Economic Commission for Latin America and the Caribbean,
2010,1949096958,Economic Commission for Latin America and the Caribbean,
2011,2035220102,Economic Commission for Latin America and the Caribbean,
2012,2012677068,Economic Commission for Latin America and the Caribbean,
