year,value,source,notes
1990,40264917,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,35239144,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,38490375,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,35822268,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,24168180,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,34370751,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,33003137,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,27947997,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,30267908,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,29131026,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,31052398,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,28935103,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,32262232,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,30633291,CEPALStat: 733,"CEPALStat: 6495,6432"
2004,29490379,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,30148767,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,31207314,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,34631957,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,33217621,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,38265952,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,31379465,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,31324037,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,31607665,CEPALStat: 733,"CEPALStat: 6432,6495"
