year,value,source,notes
1990,76254011,Economic Commission for Latin America and the Caribbean,
1991,73645009,Economic Commission for Latin America and the Caribbean,
1992,66529549,Economic Commission for Latin America and the Caribbean,
1993,63446183,Economic Commission for Latin America and the Caribbean,
1994,63327592,Economic Commission for Latin America and the Caribbean,
1995,63090410,Economic Commission for Latin America and the Caribbean,
1996,74237964,Economic Commission for Latin America and the Caribbean,
1997,73763600,Economic Commission for Latin America and the Caribbean,
1998,63920547,Economic Commission for Latin America and the Caribbean,
1999,69968688,Economic Commission for Latin America and the Caribbean,
2000,72577690,Economic Commission for Latin America and the Caribbean,
2001,65699412,Economic Commission for Latin America and the Caribbean,
2002,62971819,Economic Commission for Latin America and the Caribbean,
2003,60481409,Economic Commission for Latin America and the Caribbean,
2004,56093542,Economic Commission for Latin America and the Caribbean,
2005,60600000,Economic Commission for Latin America and the Caribbean,
2006,57160861,Economic Commission for Latin America and the Caribbean,
2007,58465362,Economic Commission for Latin America and the Caribbean,
2008,58465362,Economic Commission for Latin America and the Caribbean,
2009,60125636,Economic Commission for Latin America and the Caribbean,
2010,56449315,Economic Commission for Latin America and the Caribbean,
2011,52891585,Economic Commission for Latin America and the Caribbean,
2012,51112720,Economic Commission for Latin America and the Caribbean,
