year,value,source,note
1990,1532700907,Economic Commission for Latin America and the Caribbean,
1991,1597785695,Economic Commission for Latin America and the Caribbean,
1992,1742589725,Economic Commission for Latin America and the Caribbean,
1993,1767578632,Economic Commission for Latin America and the Caribbean,
1994,1657928311,Economic Commission for Latin America and the Caribbean,
1995,1769981411,Economic Commission for Latin America and the Caribbean,
1996,1839985870,Economic Commission for Latin America and the Caribbean,
1997,1787688851,Economic Commission for Latin America and the Caribbean,
1998,1797958122,Economic Commission for Latin America and the Caribbean,
1999,1873896402,Economic Commission for Latin America and the Caribbean,
2000,1952989635,Economic Commission for Latin America and the Caribbean,
2001,2138828960,Economic Commission for Latin America and the Caribbean,
2002,2192390050,Economic Commission for Latin America and the Caribbean,
2003,2232401552,Economic Commission for Latin America and the Caribbean,
2004,2177022707,Economic Commission for Latin America and the Caribbean,
2005,2304955046,Economic Commission for Latin America and the Caribbean,
2006,2502473969,Economic Commission for Latin America and the Caribbean,
2007,2533386250,Economic Commission for Latin America and the Caribbean,
2008,2448275621,Economic Commission for Latin America and the Caribbean,
2009,2753146554,Economic Commission for Latin America and the Caribbean,
2010,2903644126,Economic Commission for Latin America and the Caribbean,
2011,3061914168,Economic Commission for Latin America and the Caribbean,
2012,3186890043,Economic Commission for Latin America and the Caribbean,
