year,value,source,notes
1990,307061911,Economic Commission for Latin America and the Caribbean,
1991,320696988,Economic Commission for Latin America and the Caribbean,
1992,420769133,Economic Commission for Latin America and the Caribbean,
1993,514530050,Economic Commission for Latin America and the Caribbean,
1994,541259956,Economic Commission for Latin America and the Caribbean,
1995,532288112,Economic Commission for Latin America and the Caribbean,
1996,574486713,Economic Commission for Latin America and the Caribbean,
1997,699845018,Economic Commission for Latin America and the Caribbean,
1998,721934315,Economic Commission for Latin America and the Caribbean,
1999,773620382,Economic Commission for Latin America and the Caribbean,
2000,824790825,Economic Commission for Latin America and the Caribbean,
2001,948973510,Economic Commission for Latin America and the Caribbean,
2002,1041435057,Economic Commission for Latin America and the Caribbean,
2003,969949061,Economic Commission for Latin America and the Caribbean,
2004,739073629,Economic Commission for Latin America and the Caribbean,
2005,774734128,Economic Commission for Latin America and the Caribbean,
2006,823903953,Economic Commission for Latin America and the Caribbean,
2007,903949295,Economic Commission for Latin America and the Caribbean,
2008,997194589,Economic Commission for Latin America and the Caribbean,
2009,1027183233,Economic Commission for Latin America and the Caribbean,
2010,1082953035,Economic Commission for Latin America and the Caribbean,
2011,1043559425,Economic Commission for Latin America and the Caribbean,
2012,1119314781,Economic Commission for Latin America and the Caribbean,
