key,value
name,"Belize - Electricity, gas and water supply [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Electricity, gas and water supply [2216]"
description,"Sectoral GDP: Electricity, gas and water supply"
category,Economic
type,GDP
file,gdp-sec--egws_blz_cepalstat.csv
filehash,74d5a5a959c4c1f102b099131050e4943b217b80
columns,"year,value,source,notes"
