key,value
name,"Trinidad and Tobago - Electricity, gas and water supply [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Electricity, gas and water supply [2216]"
description,"Sectoral GDP: Electricity, gas and water supply"
category,Economic
type,GDP
file,gdp-sec--egws_tto_cepalstat.csv
filehash,b346218dc12a42fd8bba4a80bdd77e3f0d1cbe90
columns,"year,value,source,notes"
