key,value
name,"Saint Lucia - Annual Gross Domestic Product (GDP) by activity: Electricity, gas and water supply [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Saint Lucia: Electricity, gas and water supply"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/egws/gdp-sec-egws_lca_cepalstat.csv
filehash,7e80fc751440f9a12d5eb36c263f0465fdd11b4b
category,Economy
type,GDP
columns,"year,value,source,notes"
