key,value
name,"Barbados - Annual Gross Domestic Product (GDP) by activity: Electricity, gas and water supply [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Barbados: Electricity, gas and water supply"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/egws/gdp-sec-egws_brb_cepalstat.csv
filehash,63bffd2f6c6a3a638c75916ddfb0e3cbeeffc481
category,Economy
type,GDP
columns,"year,value,source,notes"
