year,value,source,notes
1990,57397936,Economic Commission for Latin America and the Caribbean,
1991,60254485,Economic Commission for Latin America and the Caribbean,
1992,63484787,Economic Commission for Latin America and the Caribbean,
1993,63111033,Economic Commission for Latin America and the Caribbean,
1994,65994278,Economic Commission for Latin America and the Caribbean,
1995,68634049,Economic Commission for Latin America and the Caribbean,
1996,87163050,Economic Commission for Latin America and the Caribbean,
1997,95836718,Economic Commission for Latin America and the Caribbean,
1998,102256694,Economic Commission for Latin America and the Caribbean,
1999,102597793,Economic Commission for Latin America and the Caribbean,
2000,108201567,Economic Commission for Latin America and the Caribbean,
2001,112587129,Economic Commission for Latin America and the Caribbean,
2002,122405916,Economic Commission for Latin America and the Caribbean,
2003,128874620,Economic Commission for Latin America and the Caribbean,
2004,133004358,Economic Commission for Latin America and the Caribbean,
2005,141263834,Economic Commission for Latin America and the Caribbean,
2006,140703456,Economic Commission for Latin America and the Caribbean,
2007,149913137,Economic Commission for Latin America and the Caribbean,
2008,154371792,Economic Commission for Latin America and the Caribbean,
2009,154785984,Economic Commission for Latin America and the Caribbean,
2010,154919987,Economic Commission for Latin America and the Caribbean,
2011,164860595,Economic Commission for Latin America and the Caribbean,
2012,172206412,Economic Commission for Latin America and the Caribbean,
