year,value,source,notes
1990,8909561,Economic Commission for Latin America and the Caribbean,
1991,9260819,Economic Commission for Latin America and the Caribbean,
1992,9979866,Economic Commission for Latin America and the Caribbean,
1993,10190621,Economic Commission for Latin America and the Caribbean,
1994,10723707,Economic Commission for Latin America and the Caribbean,
1995,11587389,Economic Commission for Latin America and the Caribbean,
1996,12099812,Economic Commission for Latin America and the Caribbean,
1997,12599839,Economic Commission for Latin America and the Caribbean,
1998,13550302,Economic Commission for Latin America and the Caribbean,
1999,14736315,Economic Commission for Latin America and the Caribbean,
2000,15637189,Economic Commission for Latin America and the Caribbean,
2001,16749945,Economic Commission for Latin America and the Caribbean,
2002,17211918,Economic Commission for Latin America and the Caribbean,
2003,18162844,Economic Commission for Latin America and the Caribbean,
2004,19125498,Economic Commission for Latin America and the Caribbean,
2005,20441067,Economic Commission for Latin America and the Caribbean,
2006,20918158,Economic Commission for Latin America and the Caribbean,
2007,21745692,Economic Commission for Latin America and the Caribbean,
2008,21402023,Economic Commission for Latin America and the Caribbean,
2009,22095952,Economic Commission for Latin America and the Caribbean,
2010,21092474,Economic Commission for Latin America and the Caribbean,
2011,20630174,Economic Commission for Latin America and the Caribbean,
2012,21632114,Economic Commission for Latin America and the Caribbean,
