key,value
name,"Antigua and Barbuda - Electricity, gas and water supply [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Electricity, gas and water supply [2216]"
description,"Sectoral GDP: Electricity, gas and water supply"
category,Economic
type,GDP
file,gdp-sec--egws_atg_cepalstat.csv
filehash,6344a567b72f964a3c33a4f4d963c2d3b22a6621
columns,"year,value,source,notes"
