key,value
name,"Bahamas - Electricity, gas and water supply [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Electricity, gas and water supply [2216]"
description,"Sectoral GDP: Electricity, gas and water supply"
category,Economic
type,GDP
file,gdp-sec--egws_bhs_cepalstat.csv
filehash,41c1eef1726f91e3499339ceaf43d57eb0fb9483
columns,"year,value,source,notes"
