year,value,source,notes
1990,461258014,Economic Commission for Latin America and the Caribbean,
1991,432746465,Economic Commission for Latin America and the Caribbean,
1992,383739069,Economic Commission for Latin America and the Caribbean,
1993,340109296,Economic Commission for Latin America and the Caribbean,
1994,355126055,Economic Commission for Latin America and the Caribbean,
1995,389826944,Economic Commission for Latin America and the Caribbean,
1996,403829057,Economic Commission for Latin America and the Caribbean,
1997,431923175,Economic Commission for Latin America and the Caribbean,
1998,447881399,Economic Commission for Latin America and the Caribbean,
1999,484193524,Economic Commission for Latin America and the Caribbean,
2000,546401928,Economic Commission for Latin America and the Caribbean,
2001,552230980,Economic Commission for Latin America and the Caribbean,
2002,565609132,Economic Commission for Latin America and the Caribbean,
2003,583299243,Economic Commission for Latin America and the Caribbean,
2004,568781157,Economic Commission for Latin America and the Caribbean,
2005,559400000,Economic Commission for Latin America and the Caribbean,
2006,578605050,Economic Commission for Latin America and the Caribbean,
2007,624186323,Economic Commission for Latin America and the Caribbean,
2008,628008652,Economic Commission for Latin America and the Caribbean,
2009,632977680,Economic Commission for Latin America and the Caribbean,
2010,622466275,Economic Commission for Latin America and the Caribbean,
2011,639093406,Economic Commission for Latin America and the Caribbean,
2012,664607452,Economic Commission for Latin America and the Caribbean,
