year,value,source,notes
1990,56905912,Economic Commission for Latin America and the Caribbean,
1991,58199228,Economic Commission for Latin America and the Caribbean,
1992,59061439,Economic Commission for Latin America and the Caribbean,
1993,59923650,Economic Commission for Latin America and the Caribbean,
1994,60785861,Economic Commission for Latin America and the Caribbean,
1995,64234704,Economic Commission for Latin America and the Caribbean,
1996,67467994,Economic Commission for Latin America and the Caribbean,
1997,69623521,Economic Commission for Latin America and the Caribbean,
1998,71779048,Economic Commission for Latin America and the Caribbean,
1999,73287917,Economic Commission for Latin America and the Caribbean,
2000,74365681,Economic Commission for Latin America and the Caribbean,
2001,77598971,Economic Commission for Latin America and the Caribbean,
2002,80401156,Economic Commission for Latin America and the Caribbean,
2003,82772236,Economic Commission for Latin America and the Caribbean,
2004,84281105,Economic Commission for Latin America and the Caribbean,
2005,83850000,Economic Commission for Latin America and the Caribbean,
2006,91825449,Economic Commission for Latin America and the Caribbean,
2007,92903213,Economic Commission for Latin America and the Caribbean,
2008,92687660,Economic Commission for Latin America and the Caribbean,
2009,93334318,Economic Commission for Latin America and the Caribbean,
2010,95274293,Economic Commission for Latin America and the Caribbean,
2011,93765424,Economic Commission for Latin America and the Caribbean,
2012,94196529,Economic Commission for Latin America and the Caribbean,
