year,value,source,notes
1990,4271228300,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,4351620500,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,4120506099,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,3896723900,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,3431311800,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,3770727500,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,3926942700,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,4033162700,CEPALStat: 733,"CEPALStat: 6495,6432"
1998,4121136200,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,4232846499,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,4269686899,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,4225075900,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,4214406900,CEPALStat: 733,"CEPALStat: 6495,6432"
2003,4229681200,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,4080838100,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,4154284700,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,4247880400,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,4389898900,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,4426947200,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,4554341400,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,4307677700,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,4548491600,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,4676860800,CEPALStat: 733,"CEPALStat: 6432,6495"
