key,value
name,Guyana - Statistical discrepancy of GDP by economic activity [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Statistical discrepancy of GDP by economic activity [2216]
description,Sectoral GDP: Statistical discrepancy of GDP by economic activity
category,Economic
type,GDP
file,gdp-sec--discrep_guy_cepalstat.csv
filehash,bebde7f235a6ccd704854dbb0b0e65f489677b59
columns,"year,value,source,notes"
