year,value,source,notes
1990,-2109600,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,-3859900,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,-1883300,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,-3267000,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,-1245900,CEPALStat: 733,"CEPALStat: 6495,6432"
1995,-1472100,CEPALStat: 733,"CEPALStat: 6495,6432"
1996,1062500,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,3380300,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,-431900,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,-2140500,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,-1170600,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,-1184400,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,-1381600,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,-1518700,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,-1808700,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,0,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,-1498600,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,-1983300,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,-2839200,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,-3306700,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,-3061700,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,-3392200,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,-3672700,CEPALStat: 733,"CEPALStat: 6432,6495"
