year,value,source,notes
1990,-14790900,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,-13114900,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,-7006300,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,-7919400,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,-7779900,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,-7784800,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,-6754700,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,-5552200,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,-6644800,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,-6106600,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,-5911500,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,-9475700,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,-12605900,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,-3488000,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,-167500,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,-50000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,-2448100,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,-15539200,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,-12940999,CEPALStat: 733,"CEPALStat: 6495,6432"
2009,-9960800,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,-10200700,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,-12490900,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,-13126000,CEPALStat: 733,"CEPALStat: 6432,6495"
